10 	 2061 	 1.00
16 	 5933 	 1.00
15 	 6966 	 1.00
10 	 14611 	 1.00
15 	 7981 	 1.00
17 	 7646 	 1.00
4 	 6296 	 1.00
16 	 18322 	 1.00
15 	 15421 	 1.00
16 	 9745 	 1.00
2 	 3176 	 1.00
6 	 2307 	 1.00
10 	 1995 	 1.00
9 	 14135 	 1.00
21 	 760 	 1.00
21 	 2831 	 1.00
11 	 3477 	 1.00
19 	 14972 	 1.00
15 	 7778 	 1.00
14 	 10139 	 1.00
11 	 18461 	 1.00
11 	 4238 	 1.00
20 	 17509 	 1.00
21 	 1416 	 1.00
1 	 12955 	 1.00
17 	 1615 	 1.00
16 	 19658 	 1.00
3 	 9304 	 1.00
21 	 7938 	 1.00
8 	 17971 	 1.00
7 	 9038 	 1.00
2 	 11761 	 1.00
11 	 10023 	 1.00
17 	 10295 	 1.00
20 	 11807 	 1.00
17 	 14121 	 1.00
16 	 12387 	 1.00
6 	 16567 	 1.00
17 	 19526 	 1.00
20 	 11749 	 1.00
20 	 11652 	 1.00
13 	 17711 	 1.00
7 	 16167 	 1.00
2 	 13508 	 1.00
14 	 10968 	 1.00
15 	 14456 	 1.00
13 	 2105 	 1.00
11 	 13153 	 1.00
21 	 3298 	 1.00
9 	 9995 	 1.00
15 	 14671 	 1.00
5 	 2535 	 1.00
20 	 11151 	 1.00
21 	 5059 	 1.00
13 	 16523 	 1.00
9 	 8824 	 1.00
20 	 1299 	 1.00
10 	 7425 	 1.00
13 	 17462 	 1.00
18 	 5938 	 1.00
11 	 16839 	 1.00
19 	 8189 	 1.00
21 	 4208 	 1.00
21 	 8380 	 1.00
16 	 294 	 1.00
4 	 9551 	 1.00
14 	 19970 	 1.00
20 	 9769 	 1.00
9 	 3717 	 1.00
21 	 6146 	 1.00
18 	 9905 	 1.00
13 	 19925 	 1.00
14 	 13449 	 1.00
10 	 1138 	 1.00
7 	 5326 	 1.00
5 	 6690 	 1.00
13 	 8727 	 1.00
17 	 19524 	 1.00
17 	 14035 	 1.00
15 	 7396 	 1.00
9 	 14516 	 1.00
14 	 16512 	 1.00
17 	 1718 	 1.00
17 	 18376 	 1.00
5 	 5298 	 1.00
12 	 9715 	 1.00
21 	 3245 	 1.00
15 	 13637 	 1.00
6 	 7763 	 1.00
4 	 19564 	 1.00
8 	 19361 	 1.00
4 	 535 	 1.00
2 	 12330 	 1.00
19 	 13592 	 1.00
20 	 6666 	 1.00
7 	 1231 	 1.00
6 	 17681 	 1.00
4 	 12134 	 1.00
14 	 7676 	 1.00
7 	 9332 	 1.00
10 	 822 	 1.00
18 	 14321 	 1.00
19 	 3378 	 1.00
18 	 1632 	 1.00
10 	 7102 	 1.00
9 	 8082 	 1.00
10 	 10025 	 1.00
8 	 14189 	 1.00
12 	 9600 	 1.00
2 	 3187 	 1.00
18 	 10571 	 1.00
15 	 4450 	 1.00
17 	 4000 	 1.00
16 	 9323 	 1.00
18 	 12435 	 1.00
19 	 3077 	 1.00
2 	 11860 	 1.00
1 	 2220 	 1.00
16 	 5899 	 1.00
4 	 16074 	 1.00
3 	 5477 	 1.00
8 	 7208 	 1.00
7 	 11054 	 1.00
18 	 7028 	 1.00
13 	 209 	 1.00
6 	 2970 	 1.00
10 	 14954 	 1.00
9 	 9111 	 1.00
14 	 3977 	 1.00
8 	 11978 	 1.00
20 	 13387 	 1.00
5 	 1861 	 1.00
16 	 11715 	 1.00
21 	 18547 	 1.00
20 	 12588 	 1.00
13 	 10468 	 1.00
17 	 5504 	 1.00
13 	 10956 	 1.00
10 	 8996 	 1.00
5 	 2644 	 1.00
11 	 18368 	 1.00
3 	 3821 	 1.00
20 	 5352 	 1.00
15 	 6275 	 1.00
15 	 8462 	 1.00
20 	 18208 	 1.00
11 	 10652 	 1.00
21 	 11898 	 1.00
6 	 2583 	 1.00
18 	 2390 	 1.00
9 	 15181 	 1.00
13 	 1543 	 1.00
4 	 4608 	 1.00
20 	 783 	 1.00
16 	 8200 	 1.00
5 	 16420 	 1.00
6 	 15753 	 1.00
16 	 8622 	 1.00
21 	 12894 	 1.00
10 	 9329 	 1.00
7 	 10848 	 1.00
11 	 7353 	 1.00
12 	 13979 	 1.00
13 	 18439 	 1.00
3 	 4772 	 1.00
6 	 3595 	 1.00
2 	 1759 	 1.00
7 	 1341 	 1.00
17 	 12684 	 1.00
10 	 5339 	 1.00
11 	 9825 	 1.00
17 	 841 	 1.00
1 	 12653 	 1.00
15 	 8115 	 1.00
11 	 15585 	 1.00
14 	 9533 	 1.00
14 	 13117 	 1.00
2 	 17430 	 1.00
15 	 12683 	 1.00
19 	 9432 	 1.00
17 	 637 	 1.00
4 	 14256 	 1.00
16 	 6608 	 1.00
9 	 18075 	 1.00
19 	 2224 	 1.00
17 	 4320 	 1.00
20 	 449 	 1.00
12 	 17027 	 1.00
10 	 10932 	 1.00
14 	 19098 	 1.00
16 	 4430 	 1.00
1 	 8840 	 1.00
12 	 3906 	 1.00
11 	 15011 	 1.00
2 	 9249 	 1.00
8 	 14306 	 1.00
15 	 13394 	 1.00
11 	 6275 	 1.00
20 	 3467 	 1.00
14 	 4759 	 1.00
18 	 12218 	 1.00
5 	 17984 	 1.00
1 	 12065 	 1.00
2 	 16648 	 1.00
9 	 14996 	 1.00
11 	 10506 	 1.00
10 	 4053 	 1.00
10 	 18331 	 1.00
7 	 17307 	 1.00
21 	 6272 	 1.00
15 	 18260 	 1.00
15 	 12311 	 1.00
9 	 1246 	 1.00
13 	 6849 	 1.00
2 	 16315 	 1.00
17 	 14011 	 1.00
14 	 13223 	 1.00
12 	 18427 	 1.00
4 	 8562 	 1.00
19 	 15129 	 1.00
2 	 784 	 1.00
2 	 8234 	 1.00
5 	 16634 	 1.00
3 	 4596 	 1.00
5 	 6484 	 1.00
9 	 2595 	 1.00
11 	 17807 	 1.00
6 	 15178 	 1.00
